,location,total_sqft,bath,price,bhk
4270,Nagarbhavi,1020.0,2.0,55.0,2
4271,Nagarbhavi,1120.0,2.0,53.0,2
4272,Nagarbhavi,1146.0,2.0,50.0,2
4273,Nagarbhavi,1190.0,2.0,63.0,2
4274,Nagarbhavi,1050.0,2.0,80.0,2
4275,Nagarbhavi,2500.0,3.0,180.0,5
4276,Nagarbhavi,1250.0,3.0,170.0,2
4277,Nagarbhavi,1400.0,2.0,135.0,3
4278,Nagarbhavi,1100.0,2.0,46.2,2
4279,Nagarbhavi,1080.0,2.0,49.0,2
4280,Nagarbhavi,1800.0,3.0,180.0,4
4281,Nagarbhavi,1225.0,2.0,58.0,2
4282,Nagasandra,980.0,2.0,48.0,2
4283,Nagasandra,2400.0,4.0,145.0,4
4284,Nagasandra,7000.0,8.0,450.0,4
4285,Nagasandra,1650.0,3.0,95.0,3
4286,Nagasandra,1500.0,2.0,91.0,2
4287,Nagavara,400.0,1.0,14.0,1
4288,Nagavara,2172.65,3.0,120.0,4
4289,Nagavara,2319.0,3.0,180.0,3
4290,Nagavara,2430.0,4.0,180.0,3
4291,Nagavara,936.0,2.0,40.2,2
4292,Nagavara,1125.0,2.0,44.5,2
4293,Nagavara,1315.0,2.0,70.0,2
4294,Nagavara,1077.0,2.0,50.0,2
4295,Nagavara,2496.0,4.0,125.0,4
4296,Nagavara,1110.0,2.0,44.95,2
4297,Nagavara,1247.0,2.0,58.56,2
4298,Nagavarapalya,1392.0,2.0,99.0,2
4299,Nagavarapalya,705.0,1.0,52.5,1
4300,Nagavarapalya,1300.0,3.0,80.0,3
4301,Nagavarapalya,705.0,1.0,57.0,1
4302,Nagavarapalya,705.0,1.0,55.0,1
4303,Nagavarapalya,705.0,1.0,57.0,1
4304,Nagavarapalya,1335.0,2.0,110.0,2
4305,Nagavarapalya,1260.0,2.0,85.5,2
4306,Narayanapura,1308.0,2.0,89.04,2
4307,Narayanapura,1566.0,3.0,83.3,3
4308,Narayanapura,1485.0,3.0,85.0,3
4309,Narayanapura,1302.0,2.0,69.1,2
4310,Narayanapura,1308.0,2.0,89.04,2
4311,Narayanapura,2357.0,3.0,135.0,3
4312,Narayanapura,2357.0,3.0,135.0,3
4313,Narayanapura,1469.0,2.0,99.14,2
4314,Neeladri Nagar,1053.0,2.0,45.0,2
4315,Neeladri Nagar,1363.0,2.0,68.0,2
4316,Neeladri Nagar,2556.0,3.0,133.0,3
4317,Neeladri Nagar,674.0,1.0,21.0,1
4318,Neeladri Nagar,527.0,1.0,26.0,1
4319,Neeladri Nagar,1167.0,2.0,38.0,3
4320,Neeladri Nagar,1060.0,2.0,35.0,2
4321,Neeladri Nagar,640.0,1.0,20.5,1
4322,Neeladri Nagar,4000.0,12.0,160.0,10
4323,Neeladri Nagar,1105.0,2.0,30.0,2
4324,Neeladri Nagar,1100.0,2.0,30.0,2
4325,Neeladri Nagar,2111.0,3.0,103.0,3
4326,Nehru Nagar,1775.0,3.0,110.0,3
4327,Nehru Nagar,2363.0,5.0,120.0,4
4328,Nehru Nagar,2342.0,3.0,115.0,4
4329,Nehru Nagar,967.0,2.0,41.1,2
4330,Nehru Nagar,1374.0,3.0,72.0,3
4331,Nehru Nagar,1674.0,3.0,90.0,3
4332,Nehru Nagar,1269.0,2.0,63.0,3
4333,Nehru Nagar,1100.0,2.0,50.0,2
4334,Nehru Nagar,1674.0,3.0,81.0,3
4335,OMBR Layout,2420.0,3.0,185.0,3
4336,OMBR Layout,1078.0,2.0,65.0,2
4337,OMBR Layout,1101.0,2.0,65.5,2
4338,OMBR Layout,1041.0,2.0,65.5,2
4339,OMBR Layout,1300.0,2.0,80.0,2
4340,OMBR Layout,1085.0,2.0,64.0,2
4341,OMBR Layout,1855.0,3.0,145.0,3
4342,OMBR Layout,1050.0,2.0,48.0,2
4343,OMBR Layout,1165.0,2.0,88.5,2
4344,OMBR Layout,1101.0,2.0,66.0,2
4345,OMBR Layout,3400.0,4.0,275.0,4
4346,Old Airport Road,2732.0,4.0,204.0,4
4347,Old Airport Road,3356.0,4.0,251.0,4
4348,Old Airport Road,1206.0,2.0,75.0,2
4349,Old Airport Road,2774.0,4.0,207.0,4
4350,Old Airport Road,2690.0,4.0,191.0,4
4351,Old Airport Road,2690.0,4.0,199.0,4
4352,Old Airport Road,1655.0,2.0,97.65,2
4353,Old Airport Road,1075.0,2.0,60.0,2
4354,Old Airport Road,1858.0,2.0,167.0,3
4355,Old Airport Road,1150.0,2.0,90.0,2
4356,Old Airport Road,2690.0,4.0,191.0,4
4357,Old Airport Road,2658.0,5.0,187.0,4
4358,Old Airport Road,946.0,2.0,58.0,2
4359,Old Airport Road,2774.0,4.0,208.0,4
4360,Old Airport Road,2774.0,4.0,208.0,4
4361,Old Airport Road,3200.0,4.0,280.0,4
4362,Old Airport Road,2690.0,4.0,201.0,4
4363,Old Airport Road,1145.0,2.0,75.0,2
4364,Old Airport Road,2732.0,4.0,194.0,4
4365,Old Airport Road,2658.0,5.0,189.0,4
4366,Old Airport Road,2774.0,4.0,197.0,4
4367,Old Airport Road,3496.0,4.0,262.0,4
4368,Old Airport Road,2774.0,4.0,197.0,4
4369,Old Airport Road,2732.0,4.0,204.0,4
4370,Old Airport Road,1798.0,3.0,150.0,3
4371,Old Airport Road,2774.0,4.0,208.0,4
4372,Old Airport Road,1184.0,2.0,78.0,2
4373,Old Airport Road,3504.0,4.0,262.0,4
4374,Old Airport Road,1055.0,2.0,75.0,2
4375,Old Madras Road,1425.0,2.0,94.0,3
4376,Old Madras Road,3715.0,6.0,224.5,4
4377,Old Madras Road,935.0,2.0,45.0,2
4378,Old Madras Road,1720.0,3.0,100.0,3
4379,Old Madras Road,1200.0,2.0,72.0,2
4380,Old Madras Road,1225.0,2.0,53.55,2
4381,Old Madras Road,1100.0,2.0,70.0,2
4382,Old Madras Road,2760.0,5.0,157.0,3
4383,Old Madras Road,1171.0,2.0,75.0,2
4384,Old Madras Road,935.0,2.0,45.0,2
4385,Old Madras Road,4500.0,7.0,294.0,5
4386,Old Madras Road,1065.0,2.0,47.86,2
4387,Old Madras Road,2010.0,3.0,125.0,4
4388,Old Madras Road,1480.0,2.0,84.0,3
4389,Old Madras Road,2990.0,5.0,210.0,3
4390,Old Madras Road,1210.0,2.0,74.0,2
4391,Old Madras Road,1171.0,2.0,72.0,2
4392,Old Madras Road,1480.0,3.0,95.0,3
4393,Old Madras Road,1210.0,2.0,80.0,2
4394,Old Madras Road,1859.0,3.0,121.0,3
4395,Old Madras Road,2990.0,5.0,173.0,3
4396,Old Madras Road,2300.0,3.0,142.0,3
4397,Old Madras Road,1210.0,2.0,80.0,2
4398,Old Madras Road,1210.0,2.0,77.0,2
4399,Old Madras Road,5020.0,7.0,287.0,5
4400,Old Madras Road,1330.0,2.0,74.0,2
4401,Old Madras Road,1720.0,3.0,106.0,3
4402,Old Madras Road,2640.0,5.0,150.0,3
4403,Old Madras Road,2990.0,3.0,170.0,3
4404,Old Madras Road,1171.0,2.0,73.0,2
4405,Old Madras Road,1630.0,3.0,110.0,3
4406,Old Madras Road,1165.0,2.0,52.0,2
4407,Old Madras Road,2640.0,2.0,170.0,2
4408,Old Madras Road,1165.0,2.0,51.42,2
4409,Padmanabhanagar,1020.0,2.0,63.0,2
4410,Padmanabhanagar,1176.0,2.0,62.0,2
4411,Padmanabhanagar,1258.0,2.0,115.0,2
4412,Padmanabhanagar,1100.0,2.0,65.0,2
4413,Padmanabhanagar,3400.0,3.0,210.0,4
4414,Padmanabhanagar,4500.0,4.0,360.0,3
4415,Padmanabhanagar,1200.0,2.0,60.0,2
4416,Padmanabhanagar,1000.0,1.0,90.0,2
4417,Padmanabhanagar,1067.0,2.0,52.0,2
4418,Padmanabhanagar,1100.0,2.0,60.0,2
4419,Padmanabhanagar,2051.0,3.0,180.0,3
4420,Padmanabhanagar,2051.0,3.0,170.0,3
4421,Pai Layout,1006.0,2.0,35.0,2
4422,Pai Layout,1550.0,2.0,90.0,3
4423,Pai Layout,1050.0,2.0,40.0,2
4424,Pai Layout,1400.0,2.0,67.0,3
4425,Pai Layout,1100.0,2.0,50.0,2
4426,Pai Layout,1255.0,2.0,80.0,2
4427,Pai Layout,1075.0,2.0,35.0,2
4428,Pai Layout,1400.0,2.0,57.5,2
4429,Pai Layout,1175.0,2.0,60.0,2
4430,Pai Layout,810.0,2.0,34.5,2
4431,Pai Layout,1000.0,2.0,34.0,2
4432,Pai Layout,1000.0,2.0,42.0,2
4433,Pai Layout,3800.0,6.0,175.0,6
4434,Pai Layout,1068.0,2.0,48.0,2
4435,Pai Layout,1510.0,2.0,65.0,3
4436,Panathur,1359.0,2.0,87.0,2
4437,Panathur,1438.0,2.0,100.0,2
4438,Panathur,1688.0,3.0,118.0,3
4439,Panathur,1198.0,2.0,77.0,2
4440,Panathur,1180.0,2.0,70.0,2
4441,Panathur,1546.0,3.0,99.0,3
4442,Panathur,1000.0,2.0,65.3,2
4443,Panathur,1109.0,2.0,63.0,2
4444,Panathur,1000.0,2.0,68.0,2
4445,Panathur,1255.0,2.0,79.0,2
4446,Panathur,1205.0,2.0,62.9,2
4447,Panathur,1198.0,2.0,82.0,2
4448,Panathur,1235.0,2.0,65.0,2
4449,Panathur,1210.0,2.0,80.0,2
4450,Panathur,1210.0,2.0,77.0,2
4451,Panathur,661.0,1.0,40.0,1
4452,Panathur,1210.0,2.0,78.0,2
4453,Panathur,1050.0,2.0,60.0,2
4454,Panathur,1398.0,2.0,97.0,2
4455,Panathur,1065.0,2.0,58.0,2
4456,Panathur,1007.0,2.0,64.0,2
4457,Panathur,1210.0,2.0,77.93,2
4458,Panathur,1230.0,2.0,80.0,2
4459,Panathur,980.0,2.0,57.0,2
4460,Panathur,1075.0,2.0,60.0,2
4461,Panathur,1210.0,2.0,69.0,2
4462,Panathur,1343.0,2.0,76.0,2
4463,Parappana Agrahara,1194.0,2.0,47.0,2
4464,Parappana Agrahara,1194.0,2.0,47.0,2
4465,Parappana Agrahara,1194.0,2.0,46.0,2
4466,Parappana Agrahara,1194.0,2.0,47.0,2
4467,Parappana Agrahara,1194.0,2.0,46.0,2
4468,Parappana Agrahara,1194.0,2.0,47.0,2
4469,Parappana Agrahara,1194.0,2.0,47.0,2
4470,Parappana Agrahara,1092.0,2.0,43.0,2
4471,Parappana Agrahara,1194.0,2.0,45.0,2
4472,Parappana Agrahara,1200.0,1.0,45.0,1
4473,Parappana Agrahara,1194.0,2.0,46.0,2
4474,Parappana Agrahara,1194.0,2.0,47.0,2
4475,Parappana Agrahara,1194.0,2.0,47.0,2
4476,Parappana Agrahara,1194.0,2.0,46.0,2
4477,Parappana Agrahara,1194.0,2.0,46.0,2
4478,Pattandur Agrahara,1550.0,2.0,80.0,3
4479,Pattandur Agrahara,1025.0,2.0,44.5,2
4480,Pattandur Agrahara,1247.0,2.0,59.8,2
4481,Pattandur Agrahara,900.0,2.0,42.0,2
4482,Pattandur Agrahara,1302.0,2.0,66.0,2
4483,Pattandur Agrahara,1550.0,2.0,80.0,3
4484,Pattandur Agrahara,1247.0,2.0,62.35,2
4485,Pattandur Agrahara,1350.0,2.0,68.0,2
4486,Poorna Pragna Layout,920.0,2.0,39.55,2
4487,Poorna Pragna Layout,1160.0,2.0,46.39,2
4488,Poorna Pragna Layout,965.0,2.0,48.0,2
4489,Poorna Pragna Layout,1160.0,2.0,46.39,2
4490,Poorna Pragna Layout,1160.0,2.0,46.39,2
4491,Poorna Pragna Layout,960.0,2.0,50.0,2
4492,Prithvi Layout,2028.0,4.0,162.0,4
4493,Prithvi Layout,1352.0,2.0,87.5,2
4494,Prithvi Layout,1190.0,2.0,68.0,2
4495,Prithvi Layout,1352.0,2.0,85.0,2
4496,Prithvi Layout,1352.0,2.0,75.0,2
4497,Prithvi Layout,2273.0,4.0,220.0,3
4498,Prithvi Layout,1352.0,3.0,93.0,2
4499,Prithvi Layout,2273.0,4.0,192.0,3
4500,Prithvi Layout,1352.0,2.0,72.0,2
4501,R.T. Nagar,1200.0,2.0,120.0,2
4502,R.T. Nagar,1040.0,2.0,46.0,2
4503,R.T. Nagar,1200.0,2.0,45.0,2
4504,R.T. Nagar,1235.0,2.0,65.0,2
4505,R.T. Nagar,1140.0,3.0,130.0,3
4506,R.T. Nagar,970.0,2.0,55.0,2
4507,R.T. Nagar,1560.0,3.0,125.0,3
4508,R.T. Nagar,1200.0,2.0,60.0,2
4509,R.T. Nagar,1200.0,3.0,140.0,3
4510,R.T. Nagar,1100.0,3.0,125.0,2
4511,R.T. Nagar,1150.0,2.0,72.0,2
4512,R.T. Nagar,1500.0,4.0,185.0,4
4513,R.T. Nagar,3600.0,8.0,165.0,9
4514,R.T. Nagar,1080.0,2.0,48.0,2
4515,R.T. Nagar,1325.0,2.0,52.0,2
4516,R.T. Nagar,1300.0,3.0,145.0,3
4517,R.T. Nagar,1100.0,2.0,85.0,2
4518,R.T. Nagar,1667.0,3.0,130.0,3
4519,Rachenahalli,1050.0,2.0,52.07,2
4520,Rachenahalli,1050.0,2.0,55.5,2
4521,Rachenahalli,1050.0,2.0,53.5,2
4522,Rachenahalli,1220.0,2.0,59.5,2
4523,Rachenahalli,1050.0,2.0,52.5,2
4524,Rachenahalli,1050.0,2.0,52.1,2
4525,Rachenahalli,1050.0,2.0,53.5,2
4526,Rachenahalli,1113.0,2.0,55.0,2
4527,Rachenahalli,3657.0,5.0,220.0,4
4528,Rachenahalli,680.0,1.0,32.64,1
4529,Rachenahalli,1050.0,2.0,52.5,2
4530,Rachenahalli,690.0,1.0,39.8,1
4531,Rachenahalli,1200.0,2.0,50.0,2
4532,Rachenahalli,1050.0,2.0,47.25,2
4533,Rachenahalli,1050.0,2.0,55.5,2
4534,Rachenahalli,985.0,2.0,49.97,2
4535,Rachenahalli,1050.0,2.0,52.5,2
4536,Rachenahalli,1050.0,2.0,52.08,2
4537,Rachenahalli,1050.0,2.0,52.07,2
4538,Rachenahalli,1050.0,2.0,52.08,2
4539,Rachenahalli,985.0,2.0,49.97,2
4540,Rachenahalli,1856.0,3.0,106.0,3
4541,Rachenahalli,1050.0,2.0,52.5,2
4542,Rachenahalli,985.0,2.0,50.17,2
4543,Rachenahalli,2600.0,3.0,160.0,3
4544,Rachenahalli,985.0,2.0,50.17,2
4545,Rachenahalli,1050.0,2.0,52.71,2
4546,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
4547,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
4548,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
4549,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
4550,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
4551,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
4552,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
4553,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
4554,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
4555,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
4556,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
4557,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
4558,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
4559,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
4560,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
4561,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
4562,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
4563,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
4564,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
4565,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
4566,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
4567,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
4568,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
4569,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
4570,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
4571,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
4572,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
4573,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
4574,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2
4575,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
4576,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
4577,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
4578,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
4579,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
4580,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
4581,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
4582,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
4583,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
4584,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
4585,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
4586,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
4587,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
4588,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
4589,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
4590,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
4591,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
4592,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
4593,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
4594,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
4595,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
4596,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
4597,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
4598,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
4599,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
4600,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
4601,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
4602,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
4603,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
4604,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
4605,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
4606,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
4607,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
4608,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
4609,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
4610,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
4611,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
4612,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
4613,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
4614,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
4615,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
4616,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
4617,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
4618,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
4619,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
4620,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
4621,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
4622,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
4623,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
4624,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
4625,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
4626,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
4627,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
4628,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9
4629,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
4630,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
4631,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
4632,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
4633,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
4634,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
4635,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
4636,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
4637,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
4638,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
4639,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2
4640,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
4641,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
4642,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
4643,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
4644,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
4645,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
4646,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
4647,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2
4648,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
4649,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
4650,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3
4651,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
4652,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
4653,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
4654,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
4655,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
4656,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
4657,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
4658,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8
4659,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
4660,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
4661,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
4662,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
4663,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
4664,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
4665,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
4666,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
4667,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
4668,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
4669,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
4670,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2
4671,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3
4672,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2
4673,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2
4674,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
4675,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
4676,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
4677,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2
4678,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
4679,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3
4680,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
4681,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
4682,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2
4683,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
4684,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2
4685,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2
4686,Rajaji Nagar,1640.0,3.0,229.0,3
4687,Rajaji Nagar,2390.0,3.0,415.0,3
4688,Rajaji Nagar,2390.0,3.0,410.0,3
4689,Rajaji Nagar,3516.0,4.0,540.0,4
4690,Rajaji Nagar,1640.0,3.0,223.0,3
4691,Rajaji Nagar,1800.0,4.0,324.0,6
4692,Rajaji Nagar,3526.0,4.0,558.0,4
4693,Rajaji Nagar,1800.0,3.0,260.0,3
4694,Rajaji Nagar,1640.0,3.0,241.0,3
4695,Rajaji Nagar,1370.0,2.0,170.0,2
4696,Rajaji Nagar,2409.0,3.0,360.0,3
4697,Rajaji Nagar,1718.0,3.0,288.0,2
4698,Rajaji Nagar,2386.0,3.0,334.0,3
4699,Rajaji Nagar,3436.0,6.0,500.0,4
4700,Rajaji Nagar,1200.0,2.0,150.0,2
4701,Rajaji Nagar,1160.0,1.0,163.0,2
4702,Rajaji Nagar,660.0,1.0,75.0,1
4703,Rajaji Nagar,1440.0,2.0,170.0,2
4704,Rajaji Nagar,2448.0,3.0,400.0,3
4705,Rajaji Nagar,1440.0,2.0,185.0,2
4706,Rajaji Nagar,1640.0,3.0,230.0,3
4707,Rajaji Nagar,1800.0,2.0,250.0,3
4708,Rajaji Nagar,3100.0,4.0,550.0,4
4709,Rajaji Nagar,3526.0,4.0,598.0,4
4710,Rajaji Nagar,1357.0,2.0,130.0,2
4711,Rajaji Nagar,2300.0,3.0,369.0,3
4712,Rajaji Nagar,2500.0,3.0,350.0,3
4713,Rajaji Nagar,2559.0,3.0,403.0,3
4714,Rajaji Nagar,1763.0,3.0,262.0,2
4715,Rajaji Nagar,2533.0,3.0,425.0,3
4716,Rajaji Nagar,1268.0,2.0,127.0,2
4717,Rajaji Nagar,1640.0,3.0,262.0,3
4718,Rajaji Nagar,1200.0,1.0,200.0,2
4719,Rajaji Nagar,2367.0,3.0,375.0,3
4720,Rajaji Nagar,2440.0,2.0,415.0,4
4721,Rajaji Nagar,1640.0,3.0,251.0,3
4722,Rajaji Nagar,1640.0,3.0,268.0,3
4723,Rajaji Nagar,2367.0,4.0,340.0,3
4724,Rajaji Nagar,3600.0,5.0,510.0,5
4725,Rajaji Nagar,1350.0,4.0,230.0,4
4726,Rajaji Nagar,2400.0,5.0,408.0,5
4727,Rajaji Nagar,2500.0,3.0,340.0,3
4728,Rajaji Nagar,2390.0,3.0,372.0,3
4729,Rajaji Nagar,2415.0,3.0,399.0,3
4730,Rajaji Nagar,1718.0,3.0,275.0,2
4731,Rajaji Nagar,1763.0,3.0,240.0,2
4732,Rajaji Nagar,2409.0,3.0,395.0,3
4733,Rajaji Nagar,1314.0,2.0,225.0,2
4734,Rajaji Nagar,1440.0,2.0,165.0,2
4735,Rajaji Nagar,1640.0,3.0,245.0,3
4736,Rajiv Nagar,1690.0,3.0,125.0,3
4737,Rajiv Nagar,1263.0,2.0,93.32,2
4738,Rajiv Nagar,2340.0,4.0,148.0,4
4739,Rajiv Nagar,2340.0,5.0,129.0,4
4740,Rajiv Nagar,1330.0,2.0,93.0,2
4741,Rajiv Nagar,2340.0,5.0,129.0,4
4742,Rajiv Nagar,1309.0,2.0,80.0,2
4743,Rajiv Nagar,2340.0,4.0,145.0,4
4744,Rajiv Nagar,2330.0,5.0,175.0,4
4745,Rajiv Nagar,2340.0,5.0,160.0,4
4746,Ramagondanahalli,1151.0,2.0,48.77,2
4747,Ramagondanahalli,1251.0,2.0,47.0,2
4748,Ramagondanahalli,1235.0,2.0,52.04,2
4749,Ramagondanahalli,1610.0,2.0,111.0,3
4750,Ramagondanahalli,540.0,1.0,30.0,1
4751,Ramagondanahalli,1235.0,2.0,46.8,2
4752,Ramagondanahalli,1215.0,2.0,51.26,2
4753,Ramagondanahalli,2257.0,4.0,157.0,3
4754,Ramagondanahalli,1251.0,2.0,47.4,2
4755,Ramagondanahalli,1610.0,2.0,115.0,3
4756,Ramagondanahalli,920.0,2.0,65.0,2
4757,Ramagondanahalli,1215.0,2.0,45.5,2
4758,Ramagondanahalli,1253.0,2.0,52.66,2
4759,Ramagondanahalli,1295.0,2.0,95.0,2
4760,Ramagondanahalli,1151.0,2.0,50.5,2
4761,Ramagondanahalli,1235.0,2.0,49.3,2
4762,Ramagondanahalli,2257.0,3.0,159.0,3
